SentenceID,Text,Duration,Speaker,Sentiment
1,"Hi, thank you for calling Questian bank.",1.526,B,POSITIVE
2,This is Candice.,0.704,B,NEUTRAL
3,How may I help you?,1.1,B,NEUTRAL
4,"Hello, can you hear me?",1.784,A,NEUTRAL
5,"Yes, I can hear you.",1.056,B,NEUTRAL
6,How may I help you today?,1.184,B,NEUTRAL
7,"Oh, thank God.",1.2,A,POSITIVE
8,"Listen, I need your help right now.",1.872,A,NEUTRAL
9,My purse was stolen and my credit card was in it.,2.496,A,NEGATIVE
10,I'm in so much panic right now.,1.64,A,NEGATIVE
11,I called your automated system and found that there's a lot of transactions that I did not make.,4.624,A,NEGATIVE
12,I lost access to the app.,1.272,A,NEGATIVE
13,"I tried logging into it, but it wouldn't let me.",2.248,A,NEGATIVE
14,"Somebody's draining my account as we speak, and I need to stop it right now.",3.876,A,NEGATIVE
15,"I'm sorry this happened to you, but don't worry, you're calling the right person.",3.832,B,NEUTRAL
16,I can definitely help you with this.,1.784,B,POSITIVE
17,"Now, in this situation, immediately freezing your account is the first thing we need to do to block further transactions.",5.984,B,NEGATIVE
18,How many lost cards are you calling about?,1.992,B,NEUTRAL
19,"Just one, thank God.",1.304,A,POSITIVE
20,"I have separate purses for different cards, but there's a huge problem.",3.344,A,NEGATIVE
21,"My phone was in there too, and that phone is tied to that card.",4.016,A,NEUTRAL
22,So I need you to help me right now.,1.908,A,NEUTRAL
23,"Okay, I will do it quickly.",1.66,B,POSITIVE
24,We definitely need to block your card right now for me to do this.,3.632,B,NEGATIVE
25,"I will now be verifying your identity by asking you a series of security questions, and then I can take action from there.",7.024,B,NEUTRAL
26,Okay.,0.808,B,NEUTRAL
27,Okay.,0.884,A,NEUTRAL
28,May I know your full name?,1.744,B,NEUTRAL
29,Tatiana Rogers.,1.628,A,NEUTRAL
30,Thank you.,1.1,B,POSITIVE
31,And your account number?,1.416,B,NEUTRAL
32,"I told you, I lost my phone.",1.6,A,NEGATIVE
33,How would I know my account number if I can't even access my phone?,2.716,A,NEGATIVE
34,"I understand, but do you happen to have your bank statement?",3.348,B,NEUTRAL
35,The system only allows me to block the card if the account number can be verified.,4.516,B,NEUTRAL
36,"Well, I still have my bank statement.",2.3,A,NEUTRAL
37,"Wait, let me just get it.",3.144,A,NEUTRAL
38,Okay.,0.748,B,NEUTRAL
39,Which number do you need here?,1.608,A,NEUTRAL
40,Do you see the ten digit number at the top right side of the paper?,3.476,B,NEUTRAL
41,That's the account number?,0.88,B,NEUTRAL
42,Yes.,0.24,A,POSITIVE
43,"Yes, it's 239-742-3479 thank you.",7.15,A,POSITIVE
44,We're almost there.,1.08,B,POSITIVE
45,What is your date of birth and physical address?,2.632,B,NEUTRAL
46,"June 26, 1989.",2.2,A,NEUTRAL
47,"My address is 9832 1st street, apartment a, Las Vegas, Nevada.",5.736,A,NEUTRAL
48,88901.,1.428,A,NEUTRAL
49,Thank you.,0.616,B,POSITIVE
50,I'm pulling up your account right now.,1.496,B,NEGATIVE
51,"The sooner I can block the card, the better.",2.148,B,NEUTRAL
52,Okay?,0.568,A,NEUTRAL
53,Thank you.,0.836,A,POSITIVE
54,Okay.,0.94,B,NEUTRAL
55,Okay.,0.496,B,NEUTRAL
56,"Miss Rogers, your card is already blocked.",2.552,B,NEGATIVE
57,No more transactions will be approved and all online services will be deactivated from now on.,5.48,B,NEGATIVE
58,Now.,0.632,B,NEUTRAL
59,Okay.,0.844,A,NEUTRAL
60,Yeah.,0.52,B,NEUTRAL
61,"Now, regarding your account, I must regretfully inform you that your online banking credentials were compromised.",6.784,B,NEGATIVE
62,Your username and password were changed along with your contact information.,4.144,B,NEUTRAL
63,So here's what.,0.92,B,NEUTRAL
64,That's what I thought.,1.056,A,NEUTRAL
65,I could no longer access the app.,1.9,A,NEGATIVE
66,"Yes, but the good thing is, we've blocked the card and have frozen your account, so no further transactions will go through and no one else can access your account.",8.42,B,NEUTRAL
67,"Oh, thank God.",1.336,A,POSITIVE
68,"Now, what do we do next?",1.632,A,NEUTRAL
69,"Now, because your credentials were changed, we also need to fix that.",3.888,B,NEUTRAL
70,I will need to correct them right now with your help.,3.048,B,NEUTRAL
71,You said it changed my password and phone number.,2.088,A,NEUTRAL
72,"Wow, they did.",1.676,B,POSITIVE
73,"But since I've frozen your account, they will not be able to access that anymore.",4.396,B,NEGATIVE
74,"Now, our next step is to correct your account information.",3.544,B,NEUTRAL
75,Can you please provide me with your most updated email and phone number?,4.512,B,NEUTRAL
76,Okay.,0.432,A,NEUTRAL
77,My email is tatiana 1989 mail.com.,4.512,A,NEUTRAL
78,"And my other mobile number, the one I'm using right now, is 987-654-2310 tell them to leave a voicemail.",8.654,A,NEUTRAL
79,"If I don't answer, I will call them back.",2.304,A,NEUTRAL
80,Okay.,0.888,B,NEUTRAL
81,"Okay, Miss Rogers, I will put a note on that.",2.872,B,NEUTRAL
82,Do you have any other phone number and different email address?,3.28,B,NEUTRAL
83,"No, I don't.",0.984,A,NEUTRAL
84,That's all I have.,1.184,A,NEUTRAL
85,All right.,0.52,B,NEUTRAL
86,Okay.,0.696,B,NEUTRAL
87,"Now, I.",0.856,B,NEUTRAL
88,"Before I can successfully change it to your most updated information, I just need to verify additional information.",5.724,B,NEUTRAL
89,"Again, with your help, can you please verify the page payment due date on your personal loan?",5.902,B,NEUTRAL
90,"Oh, my gosh.",0.56,A,NEGATIVE
91,I don't know.,0.848,A,NEUTRAL
92,Ask me something I remember.,1.08,A,NEUTRAL
93,Okay.,0.768,A,NEUTRAL
94,"I already told you, I cannot log into the app.",2.424,A,NEGATIVE
95,I don't know.,0.448,A,NEUTRAL
96,It's an automatic payment.,1.416,A,NEUTRAL
97,That's okay.,0.568,B,POSITIVE
98,I understand.,0.728,B,NEUTRAL
99,Let's try another question.,1.096,B,NEUTRAL
100,Can you please verify the last four digit of your Social Security number?,4.112,B,NEUTRAL
101,It's 24 65.,1.596,A,NEUTRAL
102,Okay.,0.98,B,NEUTRAL
103,And the last deposit to your account?,2.456,B,NEUTRAL
104,Can you verify the date and the amount you received?,2.652,B,NEUTRAL
105,"I just got paid yesterday for $1,200.",2.568,A,NEUTRAL
106,Mm hmm.,0.52,B,NEUTRAL
107,Okay.,0.472,B,NEUTRAL
108,"Thank you so much, Miss Rogers.",1.344,B,POSITIVE
109,I am now going to update your contact information.,2.372,B,NEUTRAL
110,"In a few minutes, we will be sending you an alert to confirm your email.",5.06,B,NEUTRAL
111,All you have to do is click the confirm button to verify the change.,3.96,B,NEUTRAL
112,Now.,0.488,B,NEUTRAL
113,Okay.,0.776,A,NEUTRAL
114,"Now, how will I get my money back?",2.152,A,NEGATIVE
115,Good question.,0.888,B,POSITIVE
116,"Now, for the unauthorized charges, I will now start filing the dispute for you.",5.76,B,NEUTRAL
117,"But for me to initiate it, I will again be asking you of questions for security purposes.",5.544,B,NEUTRAL
118,"And if you have any questions in the middle of this, I will answer them later.",4.128,B,NEUTRAL
119,Okay.,0.592,B,NEUTRAL
120,Wow.,0.456,A,POSITIVE
121,That's a lot of questions right there.,1.84,A,NEUTRAL
122,"Yes, Miss Rogers, I admit this is a lot of questions, as we are now entering a higher level of verification.",5.968,B,NEUTRAL
123,"Every change that we need to apply to your account comes with a set of security questions, which the system is designed to ask, all for your account security.",8.868,B,NEUTRAL
124,That's okay.,0.656,A,POSITIVE
125,Go ahead.,0.512,A,NEUTRAL
126,If it gets me my money back.,1.334,A,NEUTRAL
127,Sure.,0.594,A,NEUTRAL
128,Thank you.,0.784,B,POSITIVE
129,So what was the last transaction you made and for how much?,4.056,B,NEUTRAL
130,Let's see.,1.04,A,NEUTRAL
131,"I bought some clothes for my kids for $150 at the BBB store, and then I bought tickets for around $70 and snacks for about 20.",9.732,A,NEUTRAL
132,"After that, we went to the cinema, we watched the movie, and the next thing I know, my purse was gone.",6.18,A,NEUTRAL
133,I'm sorry that you had to go through this.,2.582,B,NEGATIVE
134,"And, you know, just to clarify, have you allowed anyone to use your card in the past?",4.898,B,NEUTRAL
135,"No, I never allowed anyone to use my card.",2.456,A,NEUTRAL
136,Even my ex husband.,1.336,A,NEUTRAL
137,"Okay, okay, here's what I'm gonna do.",2.496,B,NEUTRAL
138,Miss Rogers.,0.96,B,NEUTRAL
139,"The transactions made after the purchase of the movie tickets and snacks, all of them will be submitted for a claim?",6.56,B,NEUTRAL
140,"Yes, exactly.",1.496,A,NEUTRAL
141,Okay.,0.916,B,NEUTRAL
142,But I also read the transactions one by one.,3.224,B,NEUTRAL
143,And please confirm if you've initiated each transaction.,3.44,B,NEUTRAL
144,I would need your verbal confirmation on this for the documentation purposes of the investigation.,5.248,B,NEUTRAL
145,"Okay, I can see here a transaction for 798.56 from Macy's.",8.304,B,NEUTRAL
146,What?,0.496,A,NEUTRAL
147,798?,1.328,A,NEUTRAL
148,"No, I didn't go to Macy's.",2.128,A,NEUTRAL
149,Okay.,0.836,B,NEUTRAL
150,I believe these two transactions at Home Depot are also not yours.,3.792,B,NEUTRAL
151,One for $399.95 and another for $49.75.,6.124,B,NEUTRAL
152,"Nope, nope, nope.",1.08,A,NEGATIVE
153,Not me.,0.528,A,NEGATIVE
154,"I already told you, my last transactions were the movie tickets and the snacks.",3.384,A,NEUTRAL
155,"I understand this must be repetitive, Miss Rogers, but for the purpose of documentation, I would just need your verbal confirmation for each transaction, as this will be used by our fraud specialists.",12.916,B,NEUTRAL
156,"Oh, right.",0.896,A,NEUTRAL
157,Verbal confirmation.,1.0,A,NEUTRAL
158,"Sorry, I forgot.",1.024,A,NEGATIVE
159,Go ahead.,0.52,A,NEUTRAL
160,No problem.,0.688,B,POSITIVE
161,Thank you.,0.9,B,POSITIVE
162,"Next, here are Apple transactions for $99 for $14.99, another one for $29.99 and $25.",11.38,B,NEUTRAL
163,"Apple, I don't even have an iPhone, so, no.",2.576,A,NEGATIVE
164,"Okay, how about the three transactions from PlayStation Network?",4.652,B,NEUTRAL
165,"$19, $29.95, $89.",4.94,B,NEUTRAL
166,No.,0.648,A,NEUTRAL
167,What more did they charge?,1.432,A,NEUTRAL
168,That's like 30 fraud charges already.,2.132,A,NEGATIVE
169,Those are all the transactions right after the tickets and snacks.,2.728,B,NEUTRAL
