SentenceID,Text,Duration,Speaker,Sentiment
1,"Hi, thank you for calling Questran.",1.542,B,POSITIVE
2,This is Candice.,0.728,B,NEUTRAL
3,How may I help you?,1.124,B,NEUTRAL
4,Candice?,0.9,A,NEUTRAL
5,What the actual is going on with your company?,2.984,A,NEGATIVE
6,Are you guys going bankrupt or something?,2.068,A,NEUTRAL
7,"As far as I know, the company is stable and doing great.",3.368,B,POSITIVE
8,May I know your concern?,1.236,B,NEUTRAL
9,"Oh, let me see.",1.232,A,NEUTRAL
10,"First of all, you gave me a used voucher.",3.472,A,NEUTRAL
11,"Like, how could that even happen?",2.876,A,NEGATIVE
12,"Second, nobody's answering my email.",3.46,A,NEGATIVE
13,Someone from your company promised to send me a voucher within 24 hours.,4.98,A,NEUTRAL
14,"It's been four f. Ing days, the sale has ended, and I still have no f. Cking voucher.",5.512,A,NEGATIVE
15,Why?,0.724,A,NEUTRAL
16,I seriously want to know why?,1.256,A,NEUTRAL
17,Because it is such a f mystery to me as to how a company could be this messed up.,4.704,A,NEGATIVE
18,What in the actual f is going on?,2.124,A,NEGATIVE
19,I need to know that somebody's gonna get fired for this or I'm out.,3.444,A,NEGATIVE
20,I am done doing business with your company.,2.188,A,NEGATIVE
21,I'm so sorry for any inconvenience we've cost you.,2.936,B,NEGATIVE
22,"Normally, anyone from our company should be able to replace vouchers within 24 hours.",5.2,B,NEUTRAL
23,Why do I have to beg for it?,1.716,A,NEGATIVE
24,Why do I have to email you multiple times for a measly ten dollar discount?,4.5,A,NEGATIVE
25,It's humiliating.,1.66,A,NEGATIVE
26,I understand that.,1.276,B,NEUTRAL
27,Do you really?,1.032,A,NEUTRAL
28,"You keep on saying you understand, but for all I know, you're just reading off script.",4.06,A,NEGATIVE
29,I'm honestly just as confused as you are right now.,2.816,B,NEGATIVE
30,"Like I said, voucher issues should be something that we can resolve easily.",4.452,B,NEUTRAL
31,"If you can give me your email address and full name, I will review the notes from the previous agent and I will find the answer for you as soon as possible.",7.38,B,NEUTRAL
32,Email address.,1.1,A,NEUTRAL
33,Impossible.,0.744,A,NEGATIVE
34,Customer name is Tabitha Ratchet.,6.168,A,NEUTRAL
35,Tabitha Ratchet.,1.62,A,NEUTRAL
36,"Thank you, Tabitha.",1.62,B,POSITIVE
37,So annoying.,1.608,A,NEGATIVE
38,This is the first time that I have to deal with a service as shitty as this.,4.396,A,NEGATIVE
39,"Yes, this must be frustrating for you.",2.264,B,NEGATIVE
40,Especially that the sale has already ended.,2.148,B,NEUTRAL
41,You said it.,1.1,A,NEUTRAL
42,"You better have a solution for me today, or else I'm out.",3.71,A,NEUTRAL
43,I'll quit doing business with your company.,2.06,A,NEGATIVE
44,Yes.,0.44,B,POSITIVE
45,And I'm going to do my best to help you today.,1.744,B,POSITIVE
46,"Tabitha, I have your account pulled up now.",2.468,B,NEUTRAL
47,"Okay, what do you see?",2.22,A,NEUTRAL
48,"So, according to your email history here, you sent us an email on the third asking for help about the voucher discount ten that showed an error message.",8.784,B,NEGATIVE
49,This code has already been used.,1.644,B,NEUTRAL
50,"And Claire, the previous agent, assured you that she would send a replacement within 24 hours.",5.5,B,NEUTRAL
51,That's right.,0.72,A,NEUTRAL
52,That's right.,1.024,A,NEUTRAL
53,"Since then, I emailed three more times and haven't gotten any news from her.",6.008,A,NEGATIVE
54,Crickets.,0.968,A,NEGATIVE
55,"Yes, I see her that as well.",1.892,B,NEUTRAL
56,This was truly not the service that we want you to experience.,3.048,B,NEGATIVE
57,So what I will do now.,1.368,B,NEUTRAL
58,"Well, it better not be.",1.364,A,NEGATIVE
59,I swear.,0.976,A,NEUTRAL
60,Something must be done about this.,1.852,A,NEUTRAL
61,Exactly.,0.672,B,NEUTRAL
62,So what I will do now is to further check why the code wasn't working and what I can do to resolve this for you.,5.28,B,NEUTRAL
63,Can I put you on hold for two minutes so I can get back to you with an answer?,3.212,B,NEUTRAL
64,Fine.,0.792,A,NEUTRAL
65,Go ahead.,0.936,A,NEUTRAL
66,Thank you.,0.964,B,POSITIVE
67,"Thanks for reading, Tabitha.",1.54,B,POSITIVE
