SentenceID,Text,Duration,Speaker,Sentiment
1,"Good afternoon, you've reached Techsolve.",2.182,B,POSITIVE
2,This is Sarah speaking.,1.12,B,NEUTRAL
3,How can I assist you today?,1.468,B,NEUTRAL
4,Finally.,0.76,A,NEUTRAL
5,I've been on hold for ages.,1.72,A,NEGATIVE
6,Your company service is absolutely atrocious.,2.448,A,NEGATIVE
7,My Internet has been down for hours and I've missed important deadlines because of it.,4.4,A,NEGATIVE
8,What are you going to do about this?,1.628,A,NEUTRAL
9,"I understand your frustration, John, and I sincerely apologize for the inconvenience you've experienced.",5.496,B,NEUTRAL
10,Let's work together to resolve this issue as quickly as possible.,3.04,B,POSITIVE
11,Can you please provide.,0.752,B,NEUTRAL
12,Provide me with your account information so I can investigate further?,3.0,B,NEUTRAL
13,I guess so.,0.92,A,NEUTRAL
14,My name is John Smith and my account username is John Smith.,4.424,A,NEUTRAL
15,Rocks.,0.772,A,NEUTRAL
16,Please just give me one moment to pull up your account.,2.66,B,NEUTRAL
17,"Oh, how generous of you to offer your assistance.",3.5,A,POSITIVE
18,"Thank you, John.",0.728,B,POSITIVE
19,I'm looking into the outage in your area right now.,2.416,B,NEUTRAL
20,"It appears that there is a technical issue affecting several customers, and our team is working to resolve it as soon as possible.",6.14,B,NEUTRAL
21,"I understand how frustrating this must be for you, and I appreciate your patience.",4.02,B,NEUTRAL
22,"Oh, how wonderful.",1.632,A,POSITIVE
23,Another technical issue.,1.728,A,NEGATIVE
24,This seems to happen way too often with your company.,2.736,A,NEGATIVE
25,I demand compensation for the time and productivity I've lost because of your incompetence.,5.476,A,NEGATIVE
26,"I completely understand your frustration, John, but resorting to insults and accusations won't expedite the resolution process.",6.944,B,NEGATIVE
27,"Rest assured, our team is working diligently to restore services in your area.",4.264,B,POSITIVE
28,"As for compensation, I'll need to escalate your request to our billing department once the issue is resolved.",5.732,B,NEUTRAL
29,Escalate?,1.008,A,NEUTRAL
30,I want to speak to your supervisor right now.,2.704,A,NEUTRAL
31,This is unacceptable.,1.516,A,NEGATIVE
32,I demand to be compensated for this inconvenience immediately.,4.06,A,NEGATIVE
33,"I understand your request, John.",1.752,B,NEUTRAL
34,Please allow me one moment to connect you with a supervisor who can address your concerns further.,5.484,B,NEUTRAL
35,Please wait on hold.,1.7,B,NEUTRAL
36,"Thank you for your patience, John.",1.528,B,POSITIVE
37,I've spoken with the supervisor and they'll be joining our call shortly to assist you further.,4.036,B,NEUTRAL
38,Thank you for your cooperation.,2.2,B,POSITIVE
39,"If you have any further questions or concerns, don't hesitate to reach out to us.",4.08,B,NEUTRAL
40,We appreciate your patience and understanding.,2.62,B,POSITIVE
41,"Good afternoon, and thank you for calling techsolve.",2.456,B,POSITIVE
42,This is Sarah speaking.,0.968,B,NEUTRAL
43,How may I assist you today?,1.532,B,NEUTRAL
44,"Hi, Sarah.",0.736,B,NEUTRAL
45,I'm having trouble with my Internet connection.,2.172,A,NEGATIVE
46,"It's been really slow and I've tried rebooting the router, but nothing seems to be working.",4.136,A,NEGATIVE
47,Can you please help me?,1.372,A,NEUTRAL
48,"Of course, Emily.",0.776,B,NEUTRAL
49,I'm here to help.,0.656,B,POSITIVE
50,Let's work together to troubleshoot your Internet connection issue.,3.352,B,NEUTRAL
51,Can you confirm if you've noticed any specific patterns or times when the Internet is slower than usual?,5.148,B,NEUTRAL
52,"Yeah, usually in the morning.",2.064,A,NEUTRAL
53,It seems to be especially slow during peak hours in the evening around seven to 09:00 p.m.,6.472,A,NEGATIVE
54,"But I've noticed that streaming videos, videos or video calls become almost impossible.",5.468,A,NEGATIVE
55,I see.,0.664,B,NEUTRAL
56,It's possible that the increased network usage during peak hours could be impacting your Internet speed.,5.392,B,NEUTRAL
57,Let's run a few tests to see if we can identify any other potential issues.,4.384,B,NEUTRAL
58,Can you please run a speed test on one of your devices and let me know the results?,3.932,B,NEUTRAL
59,"Okay, will do.",1.34,A,NEUTRAL
60,It's showing much lower speeds than what I'm supposed to be getting.,2.96,A,NEGATIVE
61,Is there anything else I can do to try to improve the connection?,3.5,A,NEUTRAL
62,"In addition to rebooting the router, let's try power cycling both your modem and router.",6.376,B,NEUTRAL
63,"First, could you please unplug the power cables from both devices and then wait for about 30 seconds?",5.744,B,NEUTRAL
64,And then after that you could plug them back in and allow them to fully restart before running another speed test?,5.724,B,NEUTRAL
65,"Okay, I'm gonna do just that.",1.82,A,NEUTRAL
