SentenceID,Text,Duration,Speaker,Sentiment
1,"Hi, thank you for calling home supplies.",1.638,B,POSITIVE
2,This is Candice.,0.816,B,NEUTRAL
3,How may I help you?,1.236,B,NEUTRAL
4,Order number 123456.,3.336,A,NEUTRAL
5,Full Amber Hill.,2.208,A,NEUTRAL
6,Thank you.,0.752,B,POSITIVE
7,"Give me one moment, please, so I can pull up your account.",3.02,B,NEUTRAL
8,"Okay, I got your order here, and it was for a convection oven for $129.",6.64,B,NEUTRAL
9,Is this correct?,1.14,B,NEUTRAL
10,"Yes, correct.",1.62,A,POSITIVE
11,Except that you guys sent me a cutting board.,4.056,A,NEUTRAL
12,"Oh, I am so sorry.",1.448,B,NEGATIVE
13,That was.,0.376,B,NEUTRAL
14,"No, no, no, no, let me finish.",4.188,A,NEGATIVE
15,Don't give me your sorry for this inconvenience bull.,3.496,A,NEGATIVE
16,"Because this is not an inconvenience, Candace.",2.296,A,NEUTRAL
17,This is a disaster.,1.216,A,NEGATIVE
18,I am upset.,1.384,A,NEGATIVE
19,"I waited one long week, one long week, and you guys sent me a cutting board?",6.146,A,NEGATIVE
20,"I mean, how could you even explain that, Candace?",2.712,A,NEGATIVE
21,How could you even explain that?,1.568,A,NEGATIVE
22,That someone from your shipping department could mistake a piece of cutting board for an oven?,7.228,A,NEGATIVE
23,"That's what I'd like to know, because I can see how.",4.072,A,NEUTRAL
24,"It's my son's birthday this Thursday, and I need that oven to bake his cake.",4.28,A,POSITIVE
25,"It is now Monday, and I have no oven.",2.952,A,NEUTRAL
26,"But, hey, I guess that's okay, right?",2.128,A,POSITIVE
27,Because I have a cutting board.,2.436,A,NEUTRAL
28,"Amber, I truly understand how frustrating this is for you.",4.056,B,NEGATIVE
29,I truly do.,0.736,B,POSITIVE
30,I do.,0.776,B,NEUTRAL
31,"I know that our shipping department tries to their best to keep the orders as accurate as possible, but on very rare occasions, this kind of mistake happens from time to time, and I am so sorry that this happened to you.",15.276,B,NEGATIVE
32,"Of course, this is not an excuse, and a mistake is a mistake.",4.6,B,NEGATIVE
33,"And right now, what I can do is to help you resolve this issue.",4.22,B,NEUTRAL
34,"Well, they shouldn't have done that to me.",1.744,A,NEGATIVE
35,It's for my son's birthday.,1.616,A,POSITIVE
36,And a cutting board for an oven.,1.712,A,NEUTRAL
37,I mean.,0.632,A,NEUTRAL
38,"I mean, I can understand if you sent me an oven with the wrong model number, but a cutting board?",5.28,A,NEGATIVE
39,Seriously?,1.144,A,NEGATIVE
40,"I don't know about you, but this smells like a practical joke to me.",4.347,A,NEGATIVE
41,"I assure you, Amber, what happened was an honest mistake.",3.96,B,NEUTRAL
