SentenceID,Text,Duration,Speaker,Sentiment
1,"Hi, thank you for calling Questran medical supplies.",2.094,B,POSITIVE
2,This is Candice.,0.792,B,NEUTRAL
3,How can I help you today?,1.204,B,NEUTRAL
4,"Hi, Candice, this is Susan, and I'm calling to order my monthly feeding supplies, my milk and my syringes.",9.256,A,NEUTRAL
5,"Can you help me with that, please?",1.736,A,NEUTRAL
6,Sure.,0.36,A,NEUTRAL
7,I'll be happy to assist you with that.,1.36,B,POSITIVE
8,May I have your full name and date of birth?,2.2,B,NEUTRAL
9,Sure.,0.552,A,NEUTRAL
10,My name is Susan Smith.,1.744,A,NEUTRAL
11,"Date of birth is August 9, 1979.",4.644,A,NEUTRAL
12,Thank you.,0.664,B,POSITIVE
13,Let me pull up your account.,1.36,B,NEUTRAL
14,Give me one moment.,1.444,B,NEUTRAL
15,Okay.,1.02,A,NEUTRAL
16,And how's your day going?,1.66,A,NEUTRAL
17,"Oh, my.",0.744,B,NEUTRAL
18,My day's really great.,1.36,B,POSITIVE
19,It's the middle of the summer.,1.176,B,NEUTRAL
20,The weather's really nice.,1.324,B,POSITIVE
21,I couldn't ask for more.,1.36,B,POSITIVE
22,And yours?,1.02,B,NEUTRAL
23,It's great.,1.02,A,POSITIVE
24,Although I really don't care much for summer.,3.088,A,NEGATIVE
25,I prefer winter and autumn.,1.836,A,POSITIVE
26,Really?,0.792,B,NEUTRAL
27,Too hot?,0.964,B,NEUTRAL
28,"Too hot and too humid, especially down here in Florida.",4.648,A,NEGATIVE
29,"Oh, well, I can only imagine it in Florida.",3.216,B,NEGATIVE
30,But I like autumn too.,1.632,B,POSITIVE
31,It's good for photography.,1.648,B,POSITIVE
32,Hmm.,0.648,A,NEUTRAL
33,Really?,0.66,A,NEUTRAL
34,"Yes, absolutely.",1.42,B,POSITIVE
35,"All right, I have your account pulled up here, and I see that your prior authorization on file expired last month.",6.64,B,NEUTRAL
36,And we'd also need a new prescription on file.,2.7,B,NEUTRAL
37,"And also, based on the notes, the previous representative, James, advised you to get a new authorization.",6.14,B,NEUTRAL
38,Am I reading this right?,1.42,B,NEUTRAL
39,"Oh, yes, yes, James advised me to renew.",3.58,A,POSITIVE
40,"But here's the thing, Candace.",1.208,A,NEUTRAL
41,Here's the thing.,0.876,A,NEUTRAL
42,"Oh, excuse me.",1.86,A,NEUTRAL
43,"The day I was told about it, my doctor had already moved to another state, so I couldn't exactly get the documents.",6.868,A,NEUTRAL
