SentenceID,Text,Duration,Speaker,Sentiment
1,"Hi, thank you for calling power up.",1.542,A,POSITIVE
2,This is Candice.,0.784,A,NEUTRAL
3,How may I help you?,1.236,A,NEUTRAL
4,"Hi, Candice.",0.968,B,NEUTRAL
5,This is Cersei.,0.888,B,NEUTRAL
6,How are you?,1.004,B,NEUTRAL
7,"Great, thank you.",1.304,A,POSITIVE
8,How are you?,0.988,A,NEUTRAL
9,"Well, I'm a little confused, but I'm fine.",3.192,B,NEUTRAL
10,Huh.,0.712,A,NEUTRAL
11,Tell me all about it.,1.516,A,NEUTRAL
12,"So, I got my November billing statement, and it looks like you are overcharging me $3.",7.34,B,NEGATIVE
13,My subscription with you is the unlimited package for a fixed amount of $50 per month.,5.54,B,NEUTRAL
14,"But for some reason, you are charging me an extra $3, which makes a total of $53.",7.34,B,NEGATIVE
15,So I don't really know how it got there.,3.472,B,NEUTRAL
16,"Oh, can I have your account number and full name so I can check your account and see what the charge was for?",5.684,A,NEUTRAL
17,Absolutely.,1.072,B,NEUTRAL
18,I had it written down in my notebook here.,2.156,B,NEUTRAL
19,Hold on a sec.,0.684,B,NEUTRAL
20,Okay.,0.56,B,NEUTRAL
21,Mm hmm.,0.672,A,NEUTRAL
22,Take your time.,1.044,A,NEUTRAL
23,So.,0.74,B,NEUTRAL
24,"So, my account number is 123456, and my full name is Cersei Bannister.",7.84,B,NEUTRAL
25,Bannister.,0.664,B,NEUTRAL
26,With a single n. Thank you.,2.792,B,POSITIVE
27,Let me just pull up your account.,2.148,A,NEUTRAL
28,Mm hmm.,0.98,A,NEUTRAL
29,Okay.,0.86,A,NEUTRAL
30,I am seeing here that the reason for the charge was because of the late payment for your October bill.,5.672,A,NEGATIVE
31,"The due date was on the 16 October, but it was paid on the 17th.",4.964,A,NEUTRAL
32,Really?,0.74,B,NEUTRAL
33,But I was only late for a day.,2.1,B,NEUTRAL
34,"Yes, Searcy, the due date was on the 16th.",2.952,A,NEUTRAL
35,Any payment beyond that is already considered late and will be charged the three dollar penalty.,5.124,A,NEGATIVE
36,Seriously?,1.064,B,NEGATIVE
37,But that's only one day.,1.624,B,NEUTRAL
38,"In fact, now that I think about it, it's actually even less than a day.",4.064,B,NEUTRAL
39,It's only hours.,1.056,B,NEUTRAL
40,"Actually, I paid the bill early in the morning of the 17th at 06:00 a.m. Couldn't you do something about this?",8.512,B,NEUTRAL
41,Couldn't you exempt me just this one time?,2.796,B,NEUTRAL
42,I can't.,0.576,A,NEGATIVE
43,"Searcy, I see here in your account that you have been given a late payment exception last September 3.",4.8,A,NEUTRAL
44,Whoa.,0.352,A,NEUTRAL
45,"Hold on, hold on, hold on, hold on.",1.816,B,NEUTRAL
46,I don't remember that.,1.344,B,NEUTRAL
47,What are you talking about?,1.332,B,NEUTRAL
48,This is my first late payment with your company.,3.312,B,NEGATIVE
49,I have never been late with payments before.,2.684,B,NEUTRAL
50,"According to the notes here on your account, you and I talked on September 30, 2020, you were charged a three dollar penalty, and I submitted the request to have it cancelled as a one time courtesy.",10.776,A,NEGATIVE
51,"Also, you asked me to send you a confirmation email to confirm the exception.",5.172,A,NEUTRAL
52,"For God's sake, this is ridiculous.",2.656,B,NEGATIVE
53,"Listen, Candice, I want you to be reasonable here.",3.552,B,NEUTRAL
54,"I know, I know.",1.256,B,NEUTRAL
55,"Now, I paid late.",2.064,B,NEGATIVE
56,Fine.,0.824,B,NEUTRAL
57,I get it.,0.98,B,NEUTRAL
58,"But my point is, it's only been a few hours.",3.58,B,NEUTRAL
59,Your due date was on the 16th.,2.24,B,NEUTRAL
60,"I paid at 06:00 a.m.. On the morning of the 17th, which means it's only been 6 hours.",7.92,B,NEUTRAL
61,Six short hours.,2.34,B,NEUTRAL
62,"You see the math here, Candace?",1.688,B,NEUTRAL
63,Do you see the math?,1.208,B,NEUTRAL
64,"It's only been 6 hours from the due date, and you're already charging me.",5.424,B,NEGATIVE
65,Is that fair?,1.136,B,NEUTRAL
66,Is that fair to do to your longtime customer?,3.092,B,NEUTRAL
67,"Cersei, I completely understand.",2.144,A,NEUTRAL
68,It's only a six hour difference.,1.992,A,NEUTRAL
69,It's barely even a day.,1.44,A,NEUTRAL
